model_name,layer_idx,relation_only_transfer_pct,donor_answer_copy_pct,overwrite_pct,failure_pct,n
meta-llama/Llama-3.2-3B,10,0.5378787878787878,0.007575757575757576,0.07575757575757576,0.3787878787878788,132
meta-llama/Llama-3.2-3B,12,0.5681818181818182,0.007575757575757576,0.09090909090909091,0.3333333333333333,132
meta-llama/Llama-3.2-3B,14,0.8181818181818182,0.03787878787878788,0.13636363636363635,0.007575757575757576,132
meta-llama/Llama-3.2-3B,16,0.45454545454545453,0.30303030303030304,0.24242424242424243,0.0,132
meta-llama/Llama-3.2-3B,18,0.21212121212121213,0.5681818181818182,0.2196969696969697,0.0,132
meta-llama/Llama-3.2-3B,20,0.007575757575757576,0.7878787878787878,0.20454545454545456,0.0,132
meta-llama/Llama-3.2-3B,22,0.007575757575757576,0.8333333333333334,0.1590909090909091,0.0,132
meta-llama/Llama-3.2-3B,24,0.007575757575757576,0.8560606060606061,0.13636363636363635,0.0,132
meta-llama/Llama-3.2-3B,26,0.007575757575757576,0.8257575757575758,0.16666666666666666,0.0,132
meta-llama/Meta-Llama-3-8B,0,0.0,0.0,0.022727272727272728,0.9772727272727273,132
meta-llama/Meta-Llama-3-8B,2,0.0,0.0,0.015151515151515152,0.9848484848484849,132
meta-llama/Meta-Llama-3-8B,4,0.22727272727272727,0.0,0.045454545454545456,0.7272727272727273,132
meta-llama/Meta-Llama-3-8B,6,0.3333333333333333,0.0,0.030303030303030304,0.6363636363636364,132
meta-llama/Meta-Llama-3-8B,8,0.44696969696969696,0.007575757575757576,0.05303030303030303,0.49242424242424243,132
meta-llama/Meta-Llama-3-8B,10,0.4772727272727273,0.007575757575757576,0.09848484848484848,0.4166666666666667,132
meta-llama/Meta-Llama-3-8B,12,0.553030303030303,0.007575757575757576,0.10606060606060606,0.3333333333333333,132
meta-llama/Meta-Llama-3-8B,14,0.7878787878787878,0.0,0.14393939393939395,0.06818181818181818,132
meta-llama/Meta-Llama-3-8B,16,0.7348484848484849,0.2196969696969697,0.045454545454545456,0.0,132
meta-llama/Meta-Llama-3-8B,18,0.4015151515151515,0.4015151515151515,0.19696969696969696,0.0,132
meta-llama/Meta-Llama-3-8B,20,0.3181818181818182,0.5606060606060606,0.12121212121212122,0.0,132
meta-llama/Meta-Llama-3-8B,22,0.015151515151515152,0.8484848484848485,0.13636363636363635,0.0,132
meta-llama/Meta-Llama-3-8B,24,0.0,0.8939393939393939,0.10606060606060606,0.0,132
meta-llama/Meta-Llama-3-8B,26,0.0,0.8863636363636364,0.11363636363636363,0.0,132
meta-llama/Meta-Llama-3-8B,28,0.0,0.8863636363636364,0.11363636363636363,0.0,132
meta-llama/Meta-Llama-3-8B,30,0.0,0.8787878787878788,0.12121212121212122,0.0,132
microsoft/phi-2,0,0.0,0.0,0.007575757575757576,0.9924242424242424,132
microsoft/phi-2,2,0.0,0.0,0.14393939393939395,0.8560606060606061,132
microsoft/phi-2,4,0.007575757575757576,0.0,0.17424242424242425,0.8181818181818182,132
microsoft/phi-2,6,0.23484848484848486,0.0,0.06060606060606061,0.7045454545454546,132
microsoft/phi-2,8,0.2878787878787879,0.0,0.06818181818181818,0.6439393939393939,132
microsoft/phi-2,10,0.3106060606060606,0.0,0.06060606060606061,0.6287878787878788,132
microsoft/phi-2,12,0.44696969696969696,0.0,0.022727272727272728,0.5303030303030303,132
microsoft/phi-2,14,0.45454545454545453,0.0,0.045454545454545456,0.5,132
microsoft/phi-2,16,0.5606060606060606,0.0,0.03787878787878788,0.4015151515151515,132
microsoft/phi-2,18,0.6212121212121212,0.0,0.10606060606060606,0.2727272727272727,132
microsoft/phi-2,20,0.8636363636363636,0.11363636363636363,0.022727272727272728,0.0,132
microsoft/phi-2,22,0.553030303030303,0.3484848484848485,0.09848484848484848,0.0,132
microsoft/phi-2,24,0.15151515151515152,0.696969696969697,0.15151515151515152,0.0,132
microsoft/phi-2,26,0.022727272727272728,0.8484848484848485,0.12878787878787878,0.0,132
microsoft/phi-2,28,0.0,0.8939393939393939,0.10606060606060606,0.0,132
microsoft/phi-2,30,0.0,0.8939393939393939,0.10606060606060606,0.0,132
